model,target,study,n_test,rmse,mean_y_held_out
RF,T_C,"Agee, C.B., Draper, D.S. (2004) Experimental constraints on the origin of Martian meteorites and the composition of the Martian mantle. Earth and Planetary Science Letters 224 415-429",4,230.19988727754222,1776.25
RF,P_kbar,"Agee, C.B., Draper, D.S. (2004) Experimental constraints on the origin of Martian meteorites and the composition of the Martian mantle. Earth and Planetary Science Letters 224 415-429",4,21.981845056550007,49.24999952316275
RF,T_C,"Baker, M.B., Stolper, E.M. (1994) Determining the composition of high-pressure mantle melts using diamond aggregates. Geochimica et Cosmochimica Acta 58 2811-2827",2,18.49689069514255,1335.0
RF,P_kbar,"Baker, M.B., Stolper, E.M. (1994) Determining the composition of high-pressure mantle melts using diamond aggregates. Geochimica et Cosmochimica Acta 58 2811-2827",2,5.936898917808613,5.000499999987369
RF,T_C,"Baker, R.B., Eggler, D.H. (1987) Compositions of anhydrous and hydrous melts coexisting with plagioclase, augite, and olivine or low-Ca pyrxene from 1 atm to 8 kbar: Application to the Aleutian volcanic center of Atka. American Mineralogist 72 12-28",4,21.368952912207487,1025.0
RF,P_kbar,"Baker, R.B., Eggler, D.H. (1987) Compositions of anhydrous and hydrous melts coexisting with plagioclase, augite, and olivine or low-Ca pyrxene from 1 atm to 8 kbar: Application to the Aleutian volcanic center of Atka. American Mineralogist 72 12-28",4,2.3491274759329897,2.750000022351725
RF,T_C,"Barnes, S.J. (1986) The distribution of chromium among orthopyroxene, spinel and silicate liquid at atmospheric pressure. Geochimica et Cosmochimica Acta 50 1889-1909",34,19.62102583568664,1256.6764705882354
RF,P_kbar,"Barnes, S.J. (1986) The distribution of chromium among orthopyroxene, spinel and silicate liquid at atmospheric pressure. Geochimica et Cosmochimica Acta 50 1889-1909",34,6.054420339802462,0.001
RF,T_C,"Bartels, K.S., Kinzler, R.J., Grove, T.L. (1991) High pressure phase relations of primitive high-alumina basalts from Medicine Lake volcano, northern California. Contributions to Mineralogy and Petrology 108 253-270",3,48.54373952110239,1328.3333333333333
RF,P_kbar,"Bartels, K.S., Kinzler, R.J., Grove, T.L. (1991) High pressure phase relations of primitive high-alumina basalts from Medicine Lake volcano, northern California. Contributions to Mineralogy and Petrology 108 253-270",3,1.519542459032934,13.333333333333334
RF,T_C,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",17,58.75578648066995,1032.7058823529412
RF,P_kbar,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",17,0.7516917898608056,1.5210588407867087
RF,T_C,"Bulatov, V.K., Girnis, A.V., Brey, G.P. (2002) Experimental melting of a modally heterogeneous mantle. Mineralogy and Petrology 75 131-152",10,34.11404898800946,1325.5
RF,P_kbar,"Bulatov, V.K., Girnis, A.V., Brey, G.P. (2002) Experimental melting of a modally heterogeneous mantle. Mineralogy and Petrology 75 131-152",10,1.9151243005014198,12.0
RF,T_C,"Canil, D. (1999) Vanadium partitioning between orthopyroxene, spinel and silicate melt and the redox states of mantle source regions for primary magmas. Geochimica et Cosmochimica Acta 63 557-572",23,56.16735020611977,1340.4347826086957
RF,P_kbar,"Canil, D. (1999) Vanadium partitioning between orthopyroxene, spinel and silicate melt and the redox states of mantle source regions for primary magmas. Geochimica et Cosmochimica Acta 63 557-572",23,5.903069050186747,2.1748695652173913
RF,T_C,"Carroll, M.J., Wyllie, P.J. (1989) Experimental phase relations in the system tonalite-peridotite-H2O at 15kb; Implications for assimilation and differentiation processes near the crust-mantle boundary. Journal of Petrology 30 1351-1382",4,141.44447131149602,1198.5
RF,P_kbar,"Carroll, M.J., Wyllie, P.J. (1989) Experimental phase relations in the system tonalite-peridotite-H2O at 15kb; Implications for assimilation and differentiation processes near the crust-mantle boundary. Journal of Petrology 30 1351-1382",4,8.240394188949395,2.8752500894006348
RF,T_C,"Colson, R.O., Gust, D. (1989) Effects of pressure on partitioning of trace elements between low-Ca pyroxene and melt. American Mineralogist 74 31-36",3,129.52120059625972,1454.3333333333333
RF,P_kbar,"Colson, R.O., Gust, D. (1989) Effects of pressure on partitioning of trace elements between low-Ca pyroxene and melt. American Mineralogist 74 31-36",3,10.344560564179703,16.666666666666668
RF,T_C,"Colson, R.O., McKay, G.A., Taylor, L.A. (1988) Temperature and composition dependencies of trace element partitioning: Olivine/melt and low-Ca pyroxene/melt. Geochimica et Cosmochimica Acta 52 539-553",4,26.869157361914855,1244.75
RF,P_kbar,"Colson, R.O., McKay, G.A., Taylor, L.A. (1988) Temperature and composition dependencies of trace element partitioning: Olivine/melt and low-Ca pyroxene/melt. Geochimica et Cosmochimica Acta 52 539-553",4,5.737090362528348,0.001
RF,T_C,"Dalou, C., Koga, K.T., Shimizu, N., Boulon, J., Devidal, J.-L. (2012) Experimental determination of F and Cl partitioning between lherzolite and basaltic melt. Contributions to Mineralogy and Petrology 163 591-609",13,55.369864571049035,1349.6153846153845
RF,P_kbar,"Dalou, C., Koga, K.T., Shimizu, N., Boulon, J., Devidal, J.-L. (2012) Experimental determination of F and Cl partitioning between lherzolite and basaltic melt. Contributions to Mineralogy and Petrology 163 591-609",13,3.083682256862187,13.0
RF,T_C,"Davis, A.D., Hirschmann, M.M. (2013) The effects of K2O on the compositions of near-solidus melts of garnet peridotite at 3 GPa and the origin of basalts from enriched mantle. Contributions to Mineralogy and Petrology 166 1029-1046",9,39.77357681714221,1440.0
RF,P_kbar,"Davis, A.D., Hirschmann, M.M. (2013) The effects of K2O on the compositions of near-solidus melts of garnet peridotite at 3 GPa and the origin of basalts from enriched mantle. Contributions to Mineralogy and Petrology 166 1029-1046",9,6.248427112279873,30.0
RF,T_C,"Davis, F.A., Humayun, M., Hirschmann, M.M., Cooper, R.S. (2013) Experimentally determined mineral/melt partitioning of first-row transition elements (FRTE) during partial melting of peridotite at 3 GPa. Geochimica et Cosmochimica Acta 104 232-260",6,20.237758125320365,1467.5
RF,P_kbar,"Davis, F.A., Humayun, M., Hirschmann, M.M., Cooper, R.S. (2013) Experimentally determined mineral/melt partitioning of first-row transition elements (FRTE) during partial melting of peridotite at 3 GPa. Geochimica et Cosmochimica Acta 104 232-260",6,7.204769227639585,30.0
RF,T_C,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",7,70.73695130641909,1246.4285714285713
RF,P_kbar,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",7,2.26514590970951,11.714285782405286
RF,T_C,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",4,22.47958544507268,1103.75
RF,P_kbar,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",4,1.5882645841375818,0.0009999999747378
RF,T_C,"Falloon, T.J., Danyushevsky, L.V. (2000) Melting of refractory mantle at 1.5, 2 and 2.5 GPa under anhydrous and H20-undersaturated conditions: implications for the petrogenesis of high-Ca boninites and the influence of subduction components on mantle melting. Journal of Petrology 41 257-283",23,63.9026538689213,1496.5217391304348
RF,P_kbar,"Falloon, T.J., Danyushevsky, L.V. (2000) Melting of refractory mantle at 1.5, 2 and 2.5 GPa under anhydrous and H20-undersaturated conditions: implications for the petrogenesis of high-Ca boninites and the influence of subduction components on mantle melting. Journal of Petrology 41 257-283",23,8.492074986647747,17.608695652173914
RF,T_C,"Falloon, T.J., Danyushevsky, L.V., Green, D.H. (2001) Peridotite melting at 1 GPa: Reversal experiments on partial melt compositions produced by peridotite-basalt sandwich experiments. Journal of Petrology 42 2363-2390",12,53.07737666977394,1364.0833333333333
RF,P_kbar,"Falloon, T.J., Danyushevsky, L.V., Green, D.H. (2001) Peridotite melting at 1 GPa: Reversal experiments on partial melt compositions produced by peridotite-basalt sandwich experiments. Journal of Petrology 42 2363-2390",12,1.0980745263166538,10.0
RF,T_C,"Falloon, T.J., Green, D.H., Danyushevsky, L.V., Faul, U.H. (1999) Peridotite melting at 1.0 and 1.5 GPa: an experimental evaluation of techniques using diamond aggregates and mineral mixes for determination of near-solidus melts. Journal of Petrology 40 1343-1375",9,125.90604243687122,1427.7777777777778
RF,P_kbar,"Falloon, T.J., Green, D.H., Danyushevsky, L.V., Faul, U.H. (1999) Peridotite melting at 1.0 and 1.5 GPa: an experimental evaluation of techniques using diamond aggregates and mineral mixes for determination of near-solidus melts. Journal of Petrology 40 1343-1375",9,1.379735620137748,11.11111111111111
RF,T_C,"Falloon, T.J., Green, D.H., Danyushevsky, L.V., McNeill, A.W. (2008) The composition of near-solidus partial melts of fertile peridotite at 1 and 1.5 GPa: implications for the petrogenesis of MORB. Journal of Petrology 49 591-613",8,27.26224232289043,1308.75
RF,P_kbar,"Falloon, T.J., Green, D.H., Danyushevsky, L.V., McNeill, A.W. (2008) The composition of near-solidus partial melts of fertile peridotite at 1 and 1.5 GPa: implications for the petrogenesis of MORB. Journal of Petrology 49 591-613",8,1.972135956086436,12.5
RF,T_C,"Falloon, T.J., Green, D.H., O'Neill, H.St.C., Hibberson, W.O. (1997) Experimental tests of low degree peridotite partial melt compositions: implications for the nature of anhydrous near-solidus peridotite melts at 1 GPa. Earth and Planetary Science Letters 152 149-162",9,63.202769479909726,1276.111111111111
RF,P_kbar,"Falloon, T.J., Green, D.H., O'Neill, H.St.C., Hibberson, W.O. (1997) Experimental tests of low degree peridotite partial melt compositions: implications for the nature of anhydrous near-solidus peridotite melts at 1 GPa. Earth and Planetary Science Letters 152 149-162",9,1.874207131141804,10.0
RF,T_C,"Feig, S.T., Koepke, J., Snow, J.E. (2006) Effect of water on tholeiitic basalt phase equilibria: an experimental study under oxidizing conditions. Contributions to Mineralogy and Petrology 152 611-638",3,130.82266384462116,1110.0
RF,P_kbar,"Feig, S.T., Koepke, J., Snow, J.E. (2006) Effect of water on tholeiitic basalt phase equilibria: an experimental study under oxidizing conditions. Contributions to Mineralogy and Petrology 152 611-638",3,3.5867024064773587,5.018999775250733
RF,T_C,"Fellows, S.A., Canil, D. (2012) Experimental study of the partitioning of Cu during partial melting of Earth's mantle. Earth and Planetary Science Letters 337-338 133-143",2,49.73694255477456,1375.0
RF,P_kbar,"Fellows, S.A., Canil, D. (2012) Experimental study of the partitioning of Cu during partial melting of Earth's mantle. Earth and Planetary Science Letters 337-338 133-143",2,1.0493091067685076,10.0
RF,T_C,"Fonseca, R.O.C., Mallmann, G., Sprung, P., Sommer, J.E., Heuser, A., Speelmanns, I.M., Blanchard, H. (2014) Redox controls on tungsten and uranium crystal/silicate melt partitioning and implications for the U/W and Th/W ratio of the lunar mantle. Earth and Planetary Science Letters 404 42017",3,23.121575767025448,1300.0
RF,P_kbar,"Fonseca, R.O.C., Mallmann, G., Sprung, P., Sommer, J.E., Heuser, A., Speelmanns, I.M., Blanchard, H. (2014) Redox controls on tungsten and uranium crystal/silicate melt partitioning and implications for the U/W and Th/W ratio of the lunar mantle. Earth and Planetary Science Letters 404 42017",3,10.487349432139009,0.001
RF,T_C,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616",3,40.413095282102425,1241.6666666666667
RF,P_kbar,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616",3,2.2008334202336406,9.499999880790567
RF,T_C,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346",21,58.09793604218993,1252.3809523809523
RF,P_kbar,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346",21,2.832355338682947,13.904762268066426
RF,T_C,"Gaetani, G.A., Kent, A.J.R., Grove, T.L., Hutcheon, I.D., Stolper, E.M. (2003) Mineral/melt partitioning of trace elements during hydrous peridotite partial melting. Contributions to Mineralogy and Petrology 145 391-405",4,12.787311043395379,1275.0
RF,P_kbar,"Gaetani, G.A., Kent, A.J.R., Grove, T.L., Hutcheon, I.D., Stolper, E.M. (2003) Mineral/melt partitioning of trace elements during hydrous peridotite partial melting. Contributions to Mineralogy and Petrology 145 391-405",4,0.6929320331148083,14.000000357628
